"vectorPerformance","fixture","method","workers","round","seed","draws","warmUp","status","wallSeconds","constructionSeconds","samplingSeconds","diagnosticsSeconds","cpuSeconds","gcSeconds","evaluations","alignedDraws","minMeanEss","minBulkEss","minTailEss","maxRHat","maxMeanError","warningCoordinates","fingerprint","error"
"vectorPerformance","gaussian32","Quantile","1","2","435851","4000","500","Complete","0.9915075","3.01E-5","0.4793884","0.512089","1.65625","0.016","1754043","4000","14654.09636813213","14648.796726473445","11630.775114295944","1.0006045524861327","0.019982935899345466","0","f17849dd0d6937ddb28ce5136301623e9a5b8e9dd4ad54fb96a198cfdc5f0c6a",""
"vectorPerformance","gaussian32","Quantile","1","3","443770","4000","500","Complete","0.9902894","2.7E-5","0.4805517","0.5097107","1.3125","0.018","1754067","4000","14670.955292689816","14672.094230083088","12113.52110906072","1.0003997605716526","0.012117200485737945","0","8d191d73493e7fb3ede8cea18ccac7e017f7700706ef9c9f8b699e07b2804d14",""
"vectorPerformance","gaussian32","Quantile","1","4","451689","4000","500","Complete","0.9944425","2.99E-5","0.48383","0.5105826","1.6875","0.019","1751661","4000","14424.859583462046","14417.997752939862","12128.296452895833","1.0007982696988702","0.02835365482901797","0","b8ea3b62393883b214271958061a644368686dc583e5f2e33e5eafdc7a65f17e",""
"vectorPerformance","gaussian32","Quantile","2","-2","404175","4000","500","Complete","0.829721","4.8E-5","0.3196415","0.5100315","1.515625","0.016","1753214","4000","15219.008327321226","15213.744919585897","12194.607218487616","1.0007110848254097","0.01623649007724448","0","cecc6b4fda00565adaade6079bd9a81eec1cb5425a7364f3a4652f8f1fe688e7",""
"vectorPerformance","gaussian32","Quantile","2","-1","412094","4000","500","Complete","0.8404116","2.88E-5","0.3245417","0.5158411","1.5","0.016","1754500","4000","14374.340793710559","14390.679914776822","12593.727427588436","1.0005481375625007","0.020322296447435884","0","710b12b4b32c1d00e33cda313ee3aca4afb06968f65bf5b1d672fd6109f4f43f",""
"vectorPerformance","gaussian32","Quantile","2","0","420013","4000","500","Complete","0.8311677","3.1E-5","0.3153805","0.5157562","1.140625","0.017","1751135","4000","14804.415700401843","14796.384417892554","11674.348877600554","1.0004842070731996","0.017149474216242355","0","7163a65543816d08a23c844d2762c1967e2f734b4748129ec7bdf89e140df8b4",""
"vectorPerformance","gaussian32","Quantile","2","1","427932","4000","500","Complete","0.8343437","4.03E-5","0.3205098","0.5137936","1.453125","0.015","1751119","4000","15119.429112419593","15129.482098788952","12424.352542458728","1.000588248721186","0.024238503591598903","0","e468486f9c3bce272356b47328af805b6315b0ce0dcec0ba389ad1cc6e773090",""
"vectorPerformance","gaussian32","Quantile","2","2","435851","4000","500","Complete","0.8301366","2.67E-5","0.31748","0.5126299","1.765625","0.015","1754043","4000","14654.09636813213","14648.796726473445","11630.775114295944","1.0006045524861327","0.019982935899345466","0","f17849dd0d6937ddb28ce5136301623e9a5b8e9dd4ad54fb96a198cfdc5f0c6a",""
"vectorPerformance","gaussian32","Quantile","2","3","443770","4000","500","Complete","0.8385063","3.04E-5","0.3214574","0.5170185","1.140625","0.016","1754067","4000","14670.955292689816","14672.094230083088","12113.52110906072","1.0003997605716526","0.012117200485737945","0","8d191d73493e7fb3ede8cea18ccac7e017f7700706ef9c9f8b699e07b2804d14",""
"vectorPerformance","gaussian32","Quantile","2","4","451689","4000","500","Complete","0.8337632","4.02E-5","0.3227601","0.5109629","1.484375","0.016","1751661","4000","14424.859583462046","14417.997752939862","12128.296452895833","1.0007982696988702","0.02835365482901797","0","b8ea3b62393883b214271958061a644368686dc583e5f2e33e5eafdc7a65f17e",""
"vectorPerformance","gaussian32","Quantile","4","-2","404175","4000","500","Complete","0.8347075","5.84E-5","0.3218692","0.5127799","1.84375","0.016","1753214","4000","15219.008327321226","15213.744919585897","12194.607218487616","1.0007110848254097","0.01623649007724448","0","cecc6b4fda00565adaade6079bd9a81eec1cb5425a7364f3a4652f8f1fe688e7",""
"vectorPerformance","gaussian32","Quantile","4","-1","412094","4000","500","Complete","0.8333149","3.05E-5","0.3203721","0.5129123","1.921875","0.018","1754500","4000","14374.340793710559","14390.679914776822","12593.727427588436","1.0005481375625007","0.020322296447435884","0","710b12b4b32c1d00e33cda313ee3aca4afb06968f65bf5b1d672fd6109f4f43f",""
