case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
two_tail,95005,weighted,Fitted,6.334248366623984E-5,6.240431641829008E-5,3000,9000,4308,0.0075691
two_tail,95005,supplied,Completed,6.334248366623984E-5,6.2333790065438E-5,0,12000,0,0.0060176
two_tail,95005,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029824
two_tail,95006,weighted,Fitted,6.334248366623984E-5,6.487515471554385E-5,4000,8000,9936,0.0079813
two_tail,95006,supplied,Completed,6.334248366623984E-5,6.314751998096102E-5,0,12000,0,0.0067795
two_tail,95006,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.002911
two_tail,95006,single,Fitted,6.334248366623984E-5,6.99481729225218E-5,2000,10000,0,0.0047039
two_tail,95007,supplied,Completed,6.334248366623984E-5,6.31308522008675E-5,0,12000,0,0.005756
two_tail,95007,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0032962
two_tail,95007,single,Fitted,6.334248366623984E-5,6.371158580124692E-5,2000,10000,0,0.0047404
two_tail,95007,weighted,Fitted,6.334248366623984E-5,6.375499830847491E-5,3000,9000,4044,0.0068808
two_tail,95008,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0031483
two_tail,95008,single,Fitted,6.334248366623984E-5,6.278329397917531E-5,3000,9000,0,0.0047962
two_tail,95008,weighted,Fitted,6.334248366623984E-5,6.226285244507692E-5,4000,8000,10108,0.0079682
two_tail,95008,supplied,Completed,6.334248366623984E-5,6.263786631769895E-5,0,12000,0,0.0058342
two_tail,95009,single,Fitted,6.334248366623984E-5,6.235549073478352E-5,2000,10000,0,0.0046161
two_tail,95009,weighted,Fitted,6.334248366623984E-5,6.285026640077297E-5,3000,9000,4012,0.0067356
two_tail,95009,supplied,Completed,6.334248366623984E-5,6.445207706429281E-5,0,12000,0,0.0058994
two_tail,95009,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0028797
two_tail,95010,weighted,Fitted,6.334248366623984E-5,6.530144537878312E-5,3000,9000,3840,0.0068118
two_tail,95010,supplied,Completed,6.334248366623984E-5,6.474172099301693E-5,0,12000,0,0.0058328
two_tail,95010,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0028735
two_tail,95010,single,Fitted,6.334248366623984E-5,7.029268554676345E-5,2000,10000,0,0.0055618
two_tail,95011,supplied,Completed,6.334248366623984E-5,6.383354398205211E-5,0,12000,0,0.0059363
two_tail,95011,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029762
two_tail,95011,single,Fitted,6.334248366623984E-5,6.694369542096493E-5,2000,10000,0,0.0047113
two_tail,95011,weighted,Fitted,6.334248366623984E-5,6.321841405426233E-5,3000,9000,4408,0.0068774
two_tail,95012,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0032107
two_tail,95012,single,Fitted,6.334248366623984E-5,6.0986122040129855E-5,2000,10000,0,0.0047322
two_tail,95012,weighted,Fitted,6.334248366623984E-5,6.246772162651861E-5,3000,9000,3820,0.0071491
two_tail,95012,supplied,Completed,6.334248366623984E-5,6.09302337855317E-5,0,12000,0,0.0060175
two_tail,95013,single,Fitted,6.334248366623984E-5,5.872025121154278E-5,2000,10000,0,0.0048888
two_tail,95013,weighted,Fitted,6.334248366623984E-5,6.206880893161713E-5,3000,9000,3604,0.0071758
two_tail,95013,supplied,Completed,6.334248366623984E-5,6.27020595531123E-5,0,12000,0,0.0060171
two_tail,95013,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029046
two_tail,95014,weighted,Fitted,6.334248366623984E-5,6.3675804300279E-5,3000,9000,4288,0.0068497
two_tail,95014,supplied,Completed,6.334248366623984E-5,6.595192444494616E-5,0,12000,0,0.0059106
two_tail,95014,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029696
two_tail,95014,single,Fitted,6.334248366623984E-5,6.104779041335178E-5,2000,10000,0,0.0046918
two_tail,95015,supplied,Completed,6.334248366623984E-5,6.245040303107282E-5,0,12000,0,0.0069232
two_tail,95015,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.002971
