fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gvm-separated,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-2.6308024868015503,0.014156731331845246,0.23733333333333334,0.4053333333333333,1.0971,1.1233,0.5279,0
gvm-separated,3,6,1,5,gmm-chart-em,Fitted,800,3000,-2.6264807836624904,0.01415673133184526,0.23866666666666667,0.4053333333333333,1.032,0.7988,0.5424,0
gvm-separated,3,6,1,6,gvm-em,Converged,800,3000,-2.63058002513651,0.014192899957964319,0.23466666666666666,0.4053333333333333,5.3468,0.7513,0.5603,216
gvm-separated,3,13,2,11,gmm-wrapped-em,Fitted,800,3000,-2.3638249827674276,0.016502191896829683,0.3333333333333333,0.4053333333333333,5.1116,1.9279,0.5194,0
gvm-separated,3,13,2,11,gmm-chart-em,Fitted,800,3000,-2.3638232085747273,0.016502191896829683,0.3333333333333333,0.4053333333333333,5.2971,1.3003,0.5312,0
gvm-separated,3,13,2,13,gvm-em,Converged,800,3000,-2.3633952949501245,0.01653075298134789,0.327,0.4053333333333333,80.5664,1.0827,0.5368,4416
gvm-separated,3,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.4053333333333333,206.924,,,0
gvm-separated,3,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.4053333333333333,206.9134,,,0
gvm-separated,3,27,4,27,gvm-em,IterationLimit,800,3000,-2.366920004167442,0.016699781108394474,0.3283333333333333,0.4053333333333333,458.4692,1.5045,0.5518,26695
gvm-separated,4,6,1,6,gvm-em,Converged,800,3000,-2.6502344591747766,0.013998789663707097,0.275,0.37833333333333335,7.0494,0.7494,0.4865,324
gvm-separated,4,6,1,5,gmm-chart-em,Fitted,800,3000,-2.646036635808091,0.01390636247791432,0.25433333333333336,0.37833333333333335,1.1139,0.7414,0.4886,0
gvm-separated,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-2.6493466675670105,0.01390636247791431,0.25266666666666665,0.37833333333333335,0.9837,1.0286,0.5308,0
gvm-separated,4,13,2,13,gvm-em,Converged,800,3000,-2.402632169715565,0.01784767811268199,0.4096666666666667,0.37833333333333335,65.8254,1.062,0.5318,3695
